ID,Gender,Age,Race_Ethnicity,Religion,Continent,Education,Experience_Years,Interview_Score,Technical_Score,Communication_Score,Fair_Score,Biased_Score,Selected_Fair,Selected
20233,Female,37,White,Hindu,Europe,High School,1.4,86.0,85.5,72.3,0.4533,0.3807,0,0
20234,Female,32,White,Unaffiliated,Oceania,Master,1.8,71.2,66.8,70.1,0.5339,0.4551,0,0
20235,Male,36,White,Christian,Europe,Master,3.6,54.2,62.8,67.5,0.494,0.5382,0,1
20236,Male,21,Asian,Hindu,South America,Bachelor,2.7,70.9,59.8,58.4,0.4243,0.2942,0,0
20237,Male,22,White,Unaffiliated,North America,Bachelor,4.3,43.9,71.5,62.5,0.4087,0.3905,0,0
20238,Female,26,White,Christian,South America,Master,2.6,77.3,87.3,67.6,0.6082,0.5038,1,1
20239,Female,22,White,Christian,Europe,Bachelor,2.2,74.2,88.2,80.9,0.5327,0.4288,0,0
20240,Male,31,Other,Muslim,North America,High School,2.1,57.1,57.8,66.6,0.3066,0.219,0,0
20241,Male,21,Black,Unaffiliated,North America,Master,11.0,48.6,65.9,57.4,0.5412,0.3909,0,0
20242,Female,29,White,Hindu,Asia,High School,6.7,78.7,45.6,70.6,0.3722,0.2665,0,0
20243,Female,52,Black,Christian,Asia,Master,1.5,72.7,62.3,72.9,0.5263,0.2656,0,0
20244,Female,29,Other,Christian,North America,Bachelor,1.1,99.1,75.0,69.2,0.534,0.4018,0,0
20245,Female,21,Black,Muslim,Oceania,Bachelor,9.3,63.4,63.8,64.7,0.4827,0.2601,0,0
20246,Male,43,White,Christian,Africa,Bachelor,2.2,88.7,37.8,42.3,0.3841,0.3333,0,0
20247,Female,27,White,Christian,Asia,High School,9.6,62.2,83.0,62.4,0.448,0.3443,0,0
20248,Male,21,White,Muslim,Oceania,High School,0.9,57.9,59.4,70.6,0.3073,0.2288,0,0
20249,Female,30,White,Christian,North America,High School,5.3,55.1,64.8,55.7,0.3352,0.3041,0,0
20250,Male,27,Black,Christian,Asia,Bachelor,3.4,57.6,75.4,81.9,0.4692,0.296,0,0
20251,Female,34,Hispanic,Hindu,South America,Master,2.6,63.8,79.7,54.4,0.538,0.2789,0,0
20252,Male,33,Asian,Jewish,South America,Bachelor,4.2,61.6,84.3,79.1,0.5066,0.4166,0,0
20253,Female,38,Hispanic,Hindu,Africa,High School,2.7,81.5,78.4,63.4,0.4234,0.1964,0,0
20254,Male,34,White,Unaffiliated,Europe,Bachelor,3.6,74.1,82.8,77.5,0.526,0.5107,0,1
20255,Male,55,Hispanic,Christian,Asia,Bachelor,7.0,63.2,70.5,83.8,0.5038,0.3433,0,0
20256,Female,26,Black,Christian,Asia,Master,3.1,87.9,72.2,65.8,0.5956,0.342,0,0
20257,Male,21,White,Muslim,Oceania,Bachelor,2.6,68.1,51.7,66.7,0.405,0.2926,0,0
20258,Female,23,Black,Christian,Asia,Master,6.2,75.1,40.8,59.0,0.4982,0.2751,0,0
20259,Female,44,White,Unaffiliated,North America,High School,6.4,89.6,95.6,52.5,0.5088,0.4386,0,0
20260,Female,21,White,Muslim,Europe,Bachelor,4.5,56.8,84.7,61.3,0.4763,0.3216,0,0
20261,Female,42,White,Christian,Africa,Bachelor,4.0,72.7,73.4,80.5,0.5045,0.3733,0,0
20262,Female,54,White,Muslim,North America,Bachelor,6.2,74.5,63.0,50.6,0.4629,0.3048,0,0
20263,Female,46,White,Christian,North America,High School,4.3,61.9,78.5,68.6,0.3961,0.323,0,0
20264,Female,28,White,Christian,North America,High School,5.9,72.5,70.4,95.4,0.4479,0.3826,0,0
20265,Male,39,Asian,Christian,North America,Master,5.6,76.8,100.0,57.9,0.6556,0.5902,1,1
20266,Male,41,Asian,Muslim,Europe,High School,5.9,57.7,75.8,85.2,0.4134,0.3166,0,0
20267,Female,28,Other,Christian,Asia,Bachelor,6.5,72.8,61.7,77.7,0.4916,0.3185,0,0
20268,Male,22,Asian,Muslim,Africa,PhD,3.0,95.8,58.8,72.7,0.6699,0.3557,1,0
20269,Male,32,Other,Buddhist,Asia,Bachelor,1.9,65.1,71.7,70.9,0.4507,0.3373,0,0
20270,Male,41,Hispanic,Christian,Asia,High School,8.2,88.8,78.8,51.8,0.4764,0.3191,0,0
20271,Male,46,Other,Buddhist,Asia,High School,3.1,65.9,74.4,66.8,0.3821,0.2409,0,0
20272,Female,33,Black,Christian,Asia,PhD,2.4,64.5,38.7,56.7,0.5135,0.3016,0,0
20273,Female,30,Hispanic,Christian,Africa,Master,1.0,90.0,65.2,86.7,0.5895,0.3437,0,0
20274,Non-Binary,31,White,Muslim,North America,High School,5.5,68.5,56.6,77.1,0.3744,0.2948,0,0
20275,Female,52,Black,Unaffiliated,Asia,Bachelor,2.3,74.5,65.1,44.2,0.4262,0.2259,0,0
20276,Male,34,Asian,Christian,Asia,Bachelor,2.4,64.1,69.1,67.8,0.4418,0.3151,0,0
20277,Male,40,White,Hindu,Europe,Master,1.7,68.3,62.3,74.1,0.5188,0.4707,0,0
20278,Male,44,White,Hindu,North America,High School,3.2,58.0,66.4,70.6,0.3467,0.3337,0,0
20279,Female,30,White,Muslim,Asia,Bachelor,5.6,53.7,72.2,61.5,0.4449,0.2872,0,0
20280,Male,26,Hispanic,Christian,North America,PhD,3.8,74.0,49.9,92.7,0.6243,0.493,1,1
20281,Male,34,Hispanic,Muslim,North America,Bachelor,2.3,65.9,85.2,84.7,0.5099,0.3299,0,0
20282,Female,25,White,Christian,North America,Bachelor,7.4,68.5,82.8,47.8,0.5087,0.4383,0,0
20283,Female,27,White,Christian,Asia,Master,3.4,56.3,85.3,63.2,0.5527,0.4166,0,0
20284,Male,21,Asian,Hindu,Asia,Bachelor,3.8,79.8,62.2,51.0,0.4531,0.3201,0,0
20285,Male,43,Hispanic,Hindu,Europe,High School,8.7,74.6,62.6,50.2,0.4002,0.3234,0,0
20286,Female,24,White,Unaffiliated,South America,Master,1.5,79.8,82.2,65.4,0.5881,0.4367,0,0
20287,Female,45,Hispanic,Christian,Asia,Master,5.1,73.6,78.6,46.0,0.5707,0.3255,0,0
20288,Male,23,White,Christian,Europe,High School,3.0,43.9,77.5,59.8,0.3268,0.3257,0,0
20289,Male,21,White,Christian,Asia,High School,3.0,57.1,62.5,69.0,0.3302,0.2642,0,0
20290,Female,21,Asian,Christian,Asia,Bachelor,7.5,61.6,66.6,68.0,0.4741,0.2969,0,0
20291,Female,21,Asian,Muslim,North America,High School,6.5,56.1,84.7,62.5,0.4104,0.2421,0,0
20292,Female,48,White,Muslim,Africa,Master,10.8,80.9,90.9,72.2,0.7047,0.3554,1,0
20293,Female,40,White,Christian,North America,High School,3.7,84.4,41.2,72.8,0.3507,0.316,0,0
20294,Female,34,White,Hindu,Africa,High School,4.6,81.6,56.8,68.7,0.3887,0.229,0,0
20295,Male,46,Asian,Christian,Europe,PhD,4.2,79.6,80.9,64.0,0.6895,0.556,1,1
20296,Male,23,Asian,Muslim,Asia,Bachelor,4.4,72.9,62.9,83.3,0.4836,0.3004,0,0
20297,Female,22,White,Buddhist,Europe,Bachelor,4.5,81.5,76.6,56.8,0.5095,0.422,0,0
20298,Female,34,White,Christian,Asia,Bachelor,2.6,75.2,59.9,74.9,0.4548,0.3424,0,0
20299,Female,27,White,Christian,Europe,Bachelor,4.7,59.1,60.9,65.7,0.425,0.4001,0,0
20300,Male,45,Asian,Muslim,Asia,Bachelor,7.3,64.0,82.1,62.5,0.5132,0.2803,0,0
20301,Female,63,White,Jewish,Asia,Master,5.0,70.1,61.5,76.5,0.5531,0.302,0,0
20302,Male,44,White,Christian,Europe,PhD,1.9,82.5,51.1,52.7,0.5818,0.5745,0,1
20303,Female,36,Hispanic,Christian,Europe,PhD,2.8,71.1,64.6,71.1,0.6211,0.4509,1,0
20304,Male,33,White,Unaffiliated,North America,Master,4.1,40.0,77.0,52.8,0.4835,0.5,0,1
20305,Female,49,White,Hindu,Asia,PhD,7.2,53.5,76.1,71.0,0.6476,0.4097,1,0
20306,Female,33,White,Hindu,Asia,Bachelor,5.4,82.6,82.2,81.6,0.5663,0.4034,0,0
20307,Male,38,Black,Muslim,South America,Bachelor,1.2,93.5,84.2,67.0,0.5432,0.2999,0,0
20308,Male,23,Hispanic,Muslim,North America,Bachelor,5.7,68.9,61.2,72.2,0.4668,0.2729,0,0
20309,Female,27,White,Unaffiliated,North America,Master,7.1,50.6,89.2,63.2,0.5819,0.4883,0,1
20310,Female,37,White,Muslim,Africa,High School,10.1,65.5,97.7,73.4,0.5139,0.2824,0,0
20311,Male,44,White,Christian,Asia,High School,1.9,81.4,77.2,46.8,0.3922,0.345,0,0
20312,Male,31,White,Unaffiliated,Europe,Master,1.0,64.3,89.8,69.2,0.5709,0.5573,0,1
20313,Male,37,White,Muslim,Asia,Bachelor,4.0,93.4,72.6,64.6,0.5333,0.3826,0,0
20314,Female,22,Black,Christian,Asia,Master,3.5,69.9,53.5,70.6,0.5104,0.2629,0,0
20315,Male,37,Other,Muslim,Europe,Bachelor,4.6,70.8,71.9,51.1,0.4643,0.3106,0,0
20316,Male,44,Asian,Christian,Asia,Bachelor,4.2,100.0,77.7,59.4,0.5586,0.4381,0,0
20317,Female,33,Hispanic,Muslim,Europe,Master,3.4,65.7,77.5,84.1,0.5809,0.3257,0,0
20318,Female,31,Hispanic,Buddhist,North America,PhD,6.3,52.2,65.1,68.2,0.6033,0.4267,1,0
20319,Male,28,Asian,Muslim,Asia,Bachelor,10.5,73.5,54.9,74.9,0.5068,0.3283,0,0
20320,Non-Binary,28,Hispanic,Christian,Africa,Bachelor,10.6,68.6,69.1,64.6,0.5211,0.3402,0,0
20321,Female,46,Black,Unaffiliated,Europe,Bachelor,7.3,78.3,73.5,59.6,0.5215,0.2902,0,0
20322,Female,27,White,Unaffiliated,North America,Bachelor,6.2,84.7,45.4,56.8,0.4481,0.4021,0,0
20323,Male,32,White,Christian,North America,Master,6.2,65.8,76.1,77.0,0.5931,0.6415,0,1
20324,Female,23,White,Muslim,Asia,Master,3.7,63.3,60.3,76.4,0.5216,0.303,0,0
20325,Male,32,Asian,Unaffiliated,Asia,Bachelor,6.1,74.6,78.4,59.6,0.515,0.3629,0,0
20326,Male,42,Black,Christian,Asia,PhD,6.1,82.8,65.1,65.7,0.6736,0.4183,1,0
20327,Male,21,White,Christian,Asia,Master,4.1,87.5,59.3,67.6,0.5709,0.4874,0,1
20328,Female,23,Black,Christian,Asia,Bachelor,2.1,72.1,76.4,71.6,0.4832,0.2914,0,0
20329,Female,48,White,Christian,North America,Bachelor,2.7,69.5,76.6,45.3,0.4498,0.3599,0,0
20330,Female,27,Asian,Christian,Asia,Master,5.0,70.8,79.5,94.1,0.6254,0.4334,1,0
20331,Male,41,White,Muslim,Asia,Bachelor,0.6,79.8,78.5,56.3,0.4755,0.3296,0,0
20332,Female,28,Hispanic,Christian,Europe,Bachelor,1.6,59.2,67.9,57.0,0.406,0.2939,0,0
20333,Female,25,Black,Hindu,Asia,High School,3.4,68.4,100.0,52.4,0.442,0.2696,0,0
20334,Male,55,Other,Christian,Asia,Bachelor,0.9,72.9,73.2,72.7,0.4674,0.3069,0,0
20335,Female,31,Black,Christian,Europe,Bachelor,1.6,65.3,70.8,83.6,0.462,0.3229,0,0
20336,Male,39,Asian,Jewish,Oceania,Master,10.7,91.3,81.1,78.4,0.7107,0.6103,1,1
20337,Female,31,White,Muslim,Asia,PhD,3.0,100.0,62.8,83.6,0.7046,0.4114,1,0
20338,Male,31,White,Buddhist,Europe,Bachelor,4.9,56.0,96.2,74.7,0.5257,0.4743,0,0
20339,Female,45,White,Christian,North America,PhD,5.9,100.0,81.8,67.9,0.7619,0.6153,1,1
20340,Non-Binary,29,Black,Christian,Asia,High School,3.3,88.2,47.5,67.7,0.3671,0.2156,0,0
20341,Non-Binary,23,White,Christian,Asia,Bachelor,5.4,73.9,72.1,70.4,0.5036,0.3842,0,0
20342,Male,30,White,Buddhist,Europe,Master,3.6,70.4,70.6,55.2,0.5395,0.4947,0,1
20343,Male,33,Black,Christian,Africa,Bachelor,5.8,70.5,47.0,56.3,0.4134,0.2358,0,0
20344,Male,28,Black,Unaffiliated,Asia,Bachelor,3.6,74.7,81.3,69.6,0.5136,0.3248,0,0
20345,Female,26,White,Buddhist,Asia,Master,4.7,85.2,40.8,72.0,0.526,0.3909,0,0
20346,Female,21,White,Christian,North America,Bachelor,9.1,61.1,45.6,92.0,0.4602,0.3908,0,0
20347,Male,27,Asian,Unaffiliated,Oceania,Bachelor,3.5,52.5,54.6,67.2,0.3831,0.3296,0,0
20348,Male,21,Black,Christian,Europe,High School,6.5,74.3,78.1,59.5,0.4336,0.3103,0,0
20349,Female,23,White,Muslim,North America,Master,9.7,84.5,83.1,66.6,0.6758,0.4446,1,0
20350,Female,40,Black,Muslim,Asia,High School,7.0,51.0,45.8,84.3,0.3245,0.1454,0,0
20351,Male,43,White,Christian,Asia,Bachelor,5.1,100.0,66.3,89.2,0.5729,0.4855,0,1
20352,Male,33,White,Christian,Asia,Bachelor,2.5,77.3,71.8,63.9,0.4775,0.429,0,0
20353,Male,21,White,Christian,Oceania,High School,6.1,64.8,86.7,56.6,0.4263,0.3975,0,0
20354,Female,28,Asian,Hindu,Oceania,Bachelor,3.6,59.1,60.5,63.0,0.4108,0.3195,0,0
20355,Female,44,Other,Christian,Asia,Master,2.1,83.0,72.9,85.0,0.6006,0.3819,1,0
20356,Female,37,White,Muslim,Asia,Master,2.9,72.0,73.8,91.2,0.5908,0.3658,0,0
20357,Male,21,White,Christian,Asia,Bachelor,11.2,83.9,47.4,66.5,0.5077,0.425,0,0
20358,Female,41,White,Hindu,Asia,PhD,7.0,83.4,85.2,76.1,0.7502,0.5409,1,1
20359,Male,29,Black,Christian,South America,Bachelor,2.8,54.0,71.1,73.7,0.4332,0.3177,0,0
20360,Male,26,White,Unaffiliated,Africa,Bachelor,6.4,60.8,69.5,73.9,0.4776,0.37,0,0
20361,Non-Binary,36,Hispanic,Unaffiliated,Europe,Master,6.3,62.5,71.3,57.7,0.5489,0.412,0,0
20362,Male,32,White,Unaffiliated,Oceania,Master,4.9,60.5,81.2,71.1,0.5751,0.5757,0,1
20363,Male,50,Black,Christian,Europe,Master,11.2,63.7,64.0,75.8,0.5979,0.4153,1,0
20364,Non-Binary,40,White,Muslim,Asia,Bachelor,2.0,79.0,61.2,75.2,0.4628,0.3078,0,0
20365,Male,32,Asian,Muslim,Africa,High School,8.1,65.8,71.2,63.5,0.4131,0.2353,0,0
20366,Female,39,White,Unaffiliated,North America,Bachelor,4.4,67.0,100.0,87.9,0.575,0.4855,0,1
20367,Female,23,Hispanic,Christian,North America,Master,4.1,56.2,66.3,88.8,0.5393,0.3552,0,0
20368,Female,48,Black,Muslim,Africa,Bachelor,5.2,81.9,62.7,53.7,0.4753,0.1991,0,0
20369,Male,36,Black,Muslim,North America,Bachelor,9.1,87.5,100.0,75.1,0.6508,0.399,1,0
20370,Male,55,White,Christian,Asia,Bachelor,7.6,64.7,53.7,70.1,0.4504,0.3326,0,0
20371,Male,25,White,Muslim,South America,Bachelor,2.8,83.5,80.8,59.1,0.5137,0.3828,0,0
20372,Male,21,Black,Christian,Asia,High School,5.1,80.7,76.5,64.7,0.4391,0.2943,0,0
20373,Female,30,Hispanic,Christian,Europe,High School,1.4,71.4,67.4,85.2,0.3847,0.2695,0,0
20374,Male,21,White,Christian,Africa,Bachelor,4.8,81.4,77.8,64.0,0.5242,0.399,0,0
20375,Male,56,White,Christian,Asia,PhD,2.2,76.7,42.0,75.1,0.5736,0.4258,0,0
20376,Female,32,White,Christian,Asia,Bachelor,3.7,59.0,88.8,73.1,0.5005,0.3718,0,0
20377,Female,21,Black,Hindu,Asia,Bachelor,5.0,59.9,77.2,57.9,0.4639,0.2413,0,0
20378,Female,27,Hispanic,Unaffiliated,South America,Bachelor,3.3,90.8,83.2,81.1,0.57,0.3632,0,0
20379,Male,21,Black,Hindu,Europe,Master,4.5,81.2,58.2,62.0,0.5489,0.3548,0,0
20380,Female,23,White,Christian,Asia,Bachelor,4.5,88.9,83.4,53.7,0.5422,0.4103,0,0
20381,Female,49,White,Christian,South America,Bachelor,4.4,59.6,82.3,68.0,0.4842,0.3283,0,0
20382,Male,37,Hispanic,Muslim,Asia,Bachelor,4.1,52.9,90.9,69.9,0.4907,0.2835,0,0
20383,Male,38,White,Unaffiliated,Europe,Master,2.4,59.1,66.3,74.9,0.5141,0.525,0,1
20384,Male,36,White,Christian,North America,Bachelor,4.8,59.0,88.8,56.3,0.4892,0.4909,0,1
20385,Female,33,Black,Muslim,Asia,Master,6.4,85.8,72.2,70.1,0.6249,0.303,1,0
20386,Male,21,White,Muslim,Europe,High School,3.8,80.9,71.7,51.3,0.3985,0.3215,0,0
20387,Female,35,Asian,Unaffiliated,Asia,Bachelor,2.9,82.7,73.0,79.6,0.5171,0.3307,0,0
20388,Female,56,White,Muslim,North America,Bachelor,2.4,68.2,53.5,57.6,0.397,0.2433,0,0
20389,Female,42,White,Buddhist,Asia,Bachelor,8.6,83.7,42.2,78.1,0.4848,0.355,0,0
20390,Male,36,White,Christian,Africa,Bachelor,6.8,72.5,40.4,63.0,0.4177,0.3467,0,0
20391,Male,30,Black,Christian,Asia,Bachelor,0.9,72.9,56.6,93.4,0.4484,0.2698,0,0
20392,Male,25,White,Hindu,Asia,Bachelor,3.4,63.9,72.1,60.4,0.4489,0.3738,0,0
20393,Male,65,Hispanic,Hindu,North America,High School,1.5,70.6,57.3,57.4,0.3216,0.1862,0,0
20394,Female,40,White,Unaffiliated,Asia,PhD,1.3,83.6,83.7,35.5,0.6457,0.4873,1,1
20395,Male,33,White,Muslim,Asia,High School,5.2,68.0,55.6,47.3,0.3306,0.2184,0,0
20396,Male,30,White,Christian,North America,Master,1.4,71.1,95.6,61.2,0.5968,0.5839,1,1
20397,Male,24,Other,Muslim,South America,Bachelor,3.4,86.2,84.9,70.7,0.5512,0.3117,0,0
20398,Male,48,White,Hindu,Africa,Master,5.6,73.3,76.0,71.7,0.5994,0.3779,1,0
20399,Female,35,Black,Buddhist,Asia,Bachelor,4.0,73.8,81.9,67.3,0.5136,0.306,0,0
20400,Female,38,Asian,Unaffiliated,Europe,PhD,1.5,78.3,77.8,67.3,0.6583,0.5052,1,1
20401,Female,21,White,Christian,Africa,High School,2.2,68.5,78.3,81.9,0.4099,0.2876,0,0
20402,Male,38,Black,Hindu,Asia,Bachelor,3.2,86.8,73.1,69.6,0.5176,0.3157,0,0
20403,Female,32,White,Christian,Asia,PhD,4.1,63.0,68.3,75.7,0.6284,0.4733,1,0
20404,Female,36,White,Christian,South America,Bachelor,2.8,75.4,100.0,68.1,0.5569,0.4506,0,0
20405,Male,29,White,Christian,Asia,Bachelor,5.0,81.7,63.7,73.8,0.5008,0.417,0,0
20406,Male,31,Hispanic,Jewish,North America,High School,4.5,51.8,90.0,81.8,0.4206,0.3631,0,0
20407,Female,38,White,Unaffiliated,Asia,Master,4.4,70.2,92.0,67.4,0.619,0.4697,1,0
20408,Female,23,White,Christian,Asia,Bachelor,4.9,74.5,66.9,64.7,0.4795,0.326,0,0
20409,Female,23,White,Buddhist,North America,Bachelor,3.2,54.3,77.2,52.3,0.4273,0.3543,0,0
20410,Male,21,White,Christian,North America,Bachelor,10.1,77.2,66.6,67.2,0.5343,0.5119,0,1
20411,Male,34,Asian,Muslim,Europe,Bachelor,2.3,83.3,58.9,49.2,0.4373,0.3133,0,0
20412,Female,37,White,Jewish,Africa,Master,2.3,80.0,61.2,62.6,0.5355,0.3414,0,0
20413,Female,23,Asian,Muslim,Asia,Bachelor,5.2,72.5,71.9,79.9,0.5097,0.2506,0,0
20414,Female,21,Hispanic,Christian,Asia,Bachelor,1.9,59.9,61.1,75.5,0.4151,0.2301,0,0
20415,Female,32,Asian,Unaffiliated,South America,Master,2.1,60.9,86.6,65.4,0.5588,0.3638,0,0
20416,Male,39,White,Muslim,North America,Bachelor,3.4,70.8,84.5,66.7,0.5072,0.4215,0,0
20417,Female,21,White,Unaffiliated,South America,Bachelor,2.5,73.2,76.8,79.7,0.5007,0.3796,0,0
20418,Female,28,Black,Unaffiliated,Asia,Bachelor,5.9,66.6,51.9,77.2,0.444,0.2652,0,0
20419,Female,44,White,Unaffiliated,North America,High School,3.2,96.5,74.0,74.2,0.4663,0.4165,0,0
20420,Male,25,White,Christian,Europe,High School,2.4,63.9,99.5,53.9,0.4227,0.451,0,0
20421,Male,27,White,Unaffiliated,Asia,Master,2.6,59.9,89.9,61.7,0.5651,0.4606,0,0
20422,Female,40,Other,Unaffiliated,North America,Master,8.0,49.1,77.8,56.0,0.5463,0.3833,0,0
20423,Female,31,White,Christian,North America,Master,1.9,79.1,73.3,54.9,0.5528,0.4905,0,1
20424,Female,37,White,Unaffiliated,Asia,Master,3.7,68.5,80.4,60.7,0.569,0.4298,0,0
20425,Female,41,Black,Jewish,Asia,Bachelor,2.6,95.9,82.0,56.7,0.5426,0.2725,0,0
20426,Female,47,White,Hindu,North America,PhD,1.5,72.0,61.7,63.0,0.5939,0.4117,0,0
20427,Female,44,White,Christian,Asia,High School,3.2,88.4,55.7,75.4,0.3985,0.2932,0,0
20428,Male,51,White,Christian,Asia,Bachelor,5.9,39.0,80.1,89.2,0.4673,0.3626,0,0
20429,Male,52,White,Hindu,Europe,Bachelor,3.0,78.8,66.0,67.5,0.4744,0.4042,0,0
20430,Male,39,White,Christian,Asia,Bachelor,7.0,67.4,53.4,64.0,0.4433,0.3887,0,0
20431,Female,34,White,Christian,North America,Master,9.4,61.4,76.4,74.0,0.6076,0.5406,1,1
20432,Male,30,White,Christian,Asia,Bachelor,4.7,63.5,65.1,54.5,0.4332,0.3688,0,0
20433,Male,26,White,Buddhist,Asia,Bachelor,3.6,62.5,69.3,69.3,0.4508,0.3885,0,0
20434,Female,21,White,Muslim,Asia,High School,4.2,59.0,74.3,81.6,0.393,0.239,0,0
20435,Female,27,Black,Hindu,Asia,PhD,2.4,84.3,86.1,42.6,0.6725,0.3755,1,0
20436,Female,44,White,Buddhist,Europe,Bachelor,9.1,83.2,77.2,52.1,0.55,0.4524,0,0
20437,Male,25,White,Christian,South America,Bachelor,6.5,90.9,59.8,65.6,0.5159,0.4381,0,0
20438,Female,47,Asian,Christian,North America,High School,10.1,58.5,48.2,81.3,0.3729,0.2737,0,0
20439,Male,32,Black,Christian,Africa,Bachelor,4.0,65.4,47.3,55.3,0.3846,0.2351,0,0
20440,Male,44,White,Unaffiliated,Asia,Bachelor,2.1,76.0,87.0,69.0,0.5182,0.4265,0,0
20441,Male,43,Other,Muslim,North America,Master,2.9,63.2,79.1,68.2,0.5548,0.3777,0,0
20442,Male,26,Hispanic,Muslim,Asia,Bachelor,6.0,82.5,84.0,62.0,0.5517,0.3183,0,0
20443,Male,50,White,Jewish,Oceania,PhD,9.3,60.8,67.0,74.5,0.6638,0.5694,1,1
20444,Female,51,Other,Christian,Asia,Bachelor,1.0,65.8,70.1,69.5,0.4384,0.2434,0,0
20445,Male,38,White,Jewish,North America,Master,3.3,37.6,58.9,52.1,0.4208,0.4048,0,0
20446,Female,21,Other,Christian,Asia,Master,0.9,96.8,72.2,74.1,0.6085,0.3858,1,0
20447,Male,24,White,Christian,Asia,High School,3.6,67.8,67.7,81.1,0.3909,0.3092,0,0
20448,Male,21,White,Christian,Europe,Bachelor,2.8,62.4,72.9,68.3,0.452,0.4595,0,0
20449,Female,31,Black,Christian,Asia,PhD,4.1,76.7,74.9,64.5,0.6659,0.4022,1,0
20450,Female,26,White,Christian,Asia,High School,6.7,90.2,70.6,69.3,0.4664,0.3517,0,0
20451,Female,37,White,Christian,South America,High School,6.8,85.1,53.0,75.7,0.4152,0.3547,0,0
20452,Non-Binary,21,Hispanic,Unaffiliated,Asia,Bachelor,4.6,47.4,82.0,44.3,0.4256,0.2735,0,0
20453,Female,21,White,Christian,Africa,Master,8.4,63.5,81.9,58.1,0.5989,0.4025,1,0
20454,Female,42,Asian,Hindu,South America,High School,1.3,68.3,70.8,86.0,0.3864,0.2257,0,0
20455,Female,43,White,Christian,Europe,Bachelor,1.6,66.2,61.0,74.9,0.4269,0.364,0,0
20456,Female,21,Asian,Christian,Asia,Bachelor,2.4,60.5,94.3,54.4,0.4842,0.2953,0,0
20457,Male,27,White,Hindu,Asia,Master,2.5,68.7,73.4,84.7,0.57,0.447,0,0
20458,Female,28,White,Hindu,Asia,Bachelor,4.4,60.9,67.5,63.5,0.4418,0.3264,0,0
20459,Male,27,White,Christian,Europe,Bachelor,1.3,81.9,73.1,59.4,0.4761,0.4918,0,1
20460,Male,45,Black,Hindu,Asia,Bachelor,6.0,57.6,79.0,75.0,0.4932,0.2533,0,0
20461,Female,34,White,Christian,Asia,Bachelor,5.7,69.0,66.0,66.0,0.4723,0.3626,0,0
20462,Male,21,White,Christian,North America,Master,5.0,69.9,61.1,82.6,0.5591,0.5269,0,1
20463,Male,40,White,Hindu,Europe,Master,7.7,64.6,100.0,60.8,0.6477,0.5938,1,1
20464,Male,34,White,Christian,North America,Bachelor,3.7,60.3,87.1,73.0,0.499,0.5179,0,1
20465,Non-Binary,33,White,Christian,North America,Bachelor,3.0,67.6,75.1,70.2,0.4748,0.4335,0,0
20466,Male,39,Hispanic,Muslim,North America,Bachelor,3.4,60.3,90.8,77.8,0.5123,0.3522,0,0
20467,Male,21,White,Muslim,Asia,Bachelor,1.8,75.0,67.1,66.4,0.4561,0.2931,0,0
20468,Female,32,White,Hindu,South America,Bachelor,1.1,91.5,70.7,72.4,0.5077,0.3803,0,0
20469,Male,38,Asian,Christian,Africa,High School,6.0,70.3,58.5,61.0,0.3683,0.2642,0,0
20470,Male,27,Black,Buddhist,Asia,Master,7.2,60.5,56.3,58.2,0.512,0.3158,0,0
20471,Male,28,Asian,Christian,Asia,Bachelor,7.6,76.9,70.8,76.3,0.5342,0.4084,0,0
20472,Male,28,Asian,Muslim,Africa,Master,7.6,85.2,82.8,77.9,0.6724,0.3725,1,0
20473,Male,41,White,Hindu,Europe,Master,5.4,93.1,82.6,85.8,0.6817,0.6214,1,1
20474,Male,22,Other,Christian,Asia,Master,3.7,80.5,61.1,61.4,0.5473,0.379,0,0
20475,Male,30,White,Unaffiliated,Europe,Master,4.0,93.3,87.8,53.0,0.643,0.6297,1,1
20476,Female,28,Asian,Jewish,North America,High School,5.9,62.3,83.4,71.2,0.4277,0.3217,0,0
20477,Female,47,White,Christian,Asia,Bachelor,3.8,73.3,65.1,82.5,0.4843,0.3147,0,0
20478,Female,34,White,Christian,Europe,Bachelor,10.9,64.2,82.2,69.2,0.554,0.4971,0,1
20479,Male,32,Hispanic,Christian,North America,Bachelor,2.5,77.0,76.5,56.7,0.4805,0.3859,0,0
20480,Male,21,Asian,Buddhist,South America,Bachelor,1.8,84.5,71.7,86.7,0.5172,0.3735,0,0
20481,Female,21,Black,Christian,Asia,High School,5.3,69.0,56.4,59.3,0.3511,0.2066,0,0
20482,Male,40,White,Christian,South America,Bachelor,4.6,83.2,65.1,73.5,0.5044,0.4567,0,0
20483,Female,31,White,Christian,Asia,Master,3.2,58.6,87.1,65.4,0.5642,0.4334,0,0
20484,Male,39,Hispanic,Christian,Asia,Master,2.9,83.4,65.4,65.0,0.5634,0.3925,0,0
20485,Female,41,White,Christian,Europe,Bachelor,6.6,48.8,93.4,55.9,0.4919,0.4641,0,0
20486,Male,44,Hispanic,Unaffiliated,Europe,High School,1.4,60.8,72.1,47.8,0.3246,0.2705,0,0
20487,Male,21,White,Buddhist,Asia,Bachelor,8.1,72.7,61.9,71.4,0.4982,0.4079,0,0
20488,Female,50,White,Jewish,Africa,Master,6.5,51.5,61.5,64.2,0.5053,0.3115,0,0
